hotel_name,score,n_reviews,total_price,category,city_center_dist,neighborhood,free_cancellation,price_per_night
Hotel Milano Scala,8.7,1192,545,Hotel,0.5,Milano Centro,True,545.0
Housing32 Apartments,8.1,1413,130,Apartment,6.1,Viale Monza,False,130.0
Hotel Dorè,8.0,1202,202,Hotel,3.0,Stazione Centrale,False,202.0
Crowne Plaza Milan City. an IHG Hotel,8.5,837,262,Hotel,3.0,Stazione Centrale,False,262.0
Bed & Bed Milano,6.9,435,115,Hotel,3.0,Ripamonti Corvetto,False,115.0
10 KEYS MILANO,0.0,0,320,Hotel,1.7,Porta Vittoria,True,320.0
Cascina Gaggioli,8.5,108,170,Hotel,5.1,Not specified,True,170.0
B&B Annabel,9.5,41,323,Bed&Breakfast,2.0,Fiera Milano City,True,323.0
B&B Fiamma Lux,10.0,4,820,Bed&Breakfast,1.8,Porta Vittoria,True,820.0
Mata Guesthouse Milano,7.1,10,169,Hotel,4.0,Città Studi,True,169.0
POMA Hotel,0.0,0,2007,Hotel,2.2,Porta Vittoria,False,2007.0
Vico Milano,10.0,3,740,Hotel,1.2,Milano Centro,True,740.0
Bed and Coffee Milan,7.1,13,202,Hotel,3.8,Fiera Milano City,False,202.0
Babila Hostel & Bistrot,8.8,2741,85,Hotel,1.1,Milano Centro,False,85.0
New Generation Hostel Milan Center Navigli,7.5,2454,54,Hotel,1.3,Milano Centro,False,54.0
AHD Rooms,9.3,609,552,Hotel,0.4,Milano Centro,False,552.0
New Generation Hostel Milan Center,7.1,2992,69,Hotel,1.3,Milano Centro,False,69.0
Ostelzzz Milano,8.5,2923,92,Hotel,2.2,Stazione Centrale,False,92.0
Ostello Bello,9.3,1680,145,Hotel,0.7,Milano Centro,False,145.0
Hotel Garda,8.1,1103,340,Hotel,2.4,Stazione Centrale,False,340.0
Hotel Star,8.7,657,521,Other,0.4,Milano Centro,False,521.0
Madama Hostel & Bistrot,8.8,783,100,Other,2.8,Ripamonti Corvetto,False,100.0
Mia Aparthotel,9.3,345,338,Hotel,3.4,Città Studi,True,338.0
Hightown Hostel,8.4,376,71,Hotel,2.0,Porta Romana,True,71.0
Hotel Ibis Milano Ca' Granda,7.4,977,232,Other,4.7,Bicocca - Zara,False,232.0
Milano Ostello,7.5,1118,71,Other,3.8,Viale Monza,False,71.0
Old Milano House,7.1,634,73,Other,3.0,Città Studi,False,73.0
Hostel California,5.4,2539,66,Hotel,4.0,Città Studi,False,66.0
Koala Hostel,7.2,669,89,Hotel,3.3,Città Studi,False,89.0
Milano Hostel,6.9,472,64,Hotel,3.5,Città Studi,False,64.0
B&B Hotel Milano City Center Duomo,9.1,761,287,Bed&Breakfast,0.5,Milano Centro,False,287.0
Grand Visconti Palace,8.7,2494,400,Hotel,2.4,Porta Romana,True,400.0
c-hotels Atlantic,8.5,2271,195,Hotel,2.4,Stazione Centrale,False,195.0
Starhotels Echo,8.7,2476,410,Hotel,2.7,Stazione Centrale,False,410.0
Novotel Milano Nord Cà Granda,7.3,1151,157,Hotel,4.7,Bicocca - Zara,False,157.0
Canova Hotel,8.1,5152,171,Hotel,2.3,Stazione Centrale,True,171.0
Holiday Inn Milan Garibaldi Station. an IHG Hotel,7.9,1169,190,Hotel,2.7,Stazione Garibaldi,False,190.0
Doria Grand Hotel,8.2,2242,357,Other,2.9,Stazione Centrale,False,357.0
MEININGER Milano Lambrate,8.5,3951,123,Hotel,4.5,Città Studi,False,123.0
Hotel Milano Castello,9.1,1576,383,Hotel,0.5,Milano Centro,False,383.0
Heart Hotel Milano,8.9,289,213,Hotel,1.8,Stazione Garibaldi,False,213.0
Eurohotel,7.9,2501,171,Hotel,1.8,Milano Centro,True,171.0
Hotel Soperga,8.4,3202,166,Hotel,3.2,Stazione Centrale,False,166.0
Ibis Styles Milano Centro,8.0,2040,246,Hotel,2.3,Stazione Centrale,False,246.0
Room Mate Giulia,9.3,2166,494,Hotel,0.1,Milano Centro,True,494.0
