hotel_name,score,n_reviews,total_price,category,city_center_dist,neighborhood,free_cancellation,price_per_night
Hotel Calypso,6.8,903,64,Hotel,2.7,Stazione Centrale,True,64.0
Hi! Ostello Milano,6.6,190,78,Hotel,4.3,San Siro,False,78.0
Excelsior Hotel Gallia. a Luxury Collection Hotel. Milan,9.2,1050,650,Hotel,2.6,Stazione Centrale,True,650.0
Hotel Arco Romana,6.7,485,161,Hotel,1.8,Milano Centro,False,161.0
Hotel Del Sole,7.8,627,144,Hotel,2.7,Stazione Centrale,False,144.0
Albergo Leonardo Da Vinci,7.3,274,109,Hotel,3.2,Città Studi,False,109.0
Duomo Artist Room,0.0,0,181,Hotel,0.6,Milano Centro,True,181.0
NEW AMAZING MONO LOCATED IN MOSCOVA DISTRICT from Moscova Suites apartments group,0.0,0,187,Apartment,1.8,Milano Centro,False,187.0
Hotel San Siro Fiera,7.4,331,80,Hotel,7.9,San Siro,True,80.0
Chopin #83,0.0,0,244,Apartment,4.6,Ripamonti Corvetto,True,244.0
Hotel Cinque Giornate,7.6,669,143,Hotel,1.4,Milano Centro,False,143.0
Affittacamere Hostel 3,5.5,423,61,Hotel,4.3,Niguarda,False,61.0
Sunny Apartment,0.0,0,522,Apartment,2.0,Stazione Garibaldi,False,522.0
ODSweet Duomo Milano Hotel,9.8,5,476,Hotel,0.1,Milano Centro,False,476.0
Hotel Pavone,7.0,397,128,Hotel,1.2,Milano Centro,False,128.0
Star Hostel,6.6,879,59,Hotel,5.0,Certosa,False,59.0
Sant'Ambroeus,7.6,583,142,Hotel,1.8,Milano Centro,True,142.0
Vico Milano,10.0,5,325,Hotel,1.2,Milano Centro,False,325.0
Stanza in Brera con bagno en-suite,9.1,34,263,Apartment,0.9,Milano Centro,False,263.0
Hotel Galla,5.9,64,64,Hotel,3.9,Città Studi,False,64.0
Hotel Alba,6.5,63,77,Hotel,4.0,Città Studi,False,77.0
Hotel Nuovo Metrò,6.9,302,112,Hotel,4.8,Viale Monza,False,112.0
Hotel Trentina,6.1,517,77,Hotel,3.3,Città Studi,False,77.0
Villamelchiorre 1,6.3,517,86,Hotel,3.3,Bicocca - Zara,False,86.0
BICOCCA APPARTAMENTI,6.8,188,106,Apartment,4.8,Bicocca - Zara,False,106.0
The red apartment2,6.3,17,71,Hotel,3.5,Famagosta,False,71.0
Panda Hostel,6.8,541,69,Hotel,3.3,Città Studi,False,69.0
Hotel Palladio,8.3,1138,101,Hotel,2.0,Porta Romana,False,101.0
Hotel Regina,8.6,421,309,Hotel,0.9,Milano Centro,False,309.0
Hotel Garda,8.1,1100,202,Hotel,2.4,Stazione Centrale,True,202.0
Hotel Vittoria,8.2,685,260,Hotel,1.7,Porta Vittoria,True,260.0
UNAWAY Hotel & Residence Contessa Jolanda Milano,7.9,1330,122,Hotel,3.8,Niguarda,True,122.0
Sansiro47,7.8,466,87,Hotel,4.7,San Siro,False,87.0
Hotel Bonola,7.1,460,105,Hotel,7.9,San Siro,False,105.0
Matilde Boutique Hotel,9.2,731,600,Hotel,0.2,Milano Centro,False,600.0
Appartamento Brera,9.1,25,291,Apartment,0.9,Milano Centro,False,291.0
iQ Hotel Milano,9.2,1683,179,Hotel,2.4,Stazione Centrale,True,179.0
Hotel Panizza,8.2,951,160,Hotel,2.0,Fiera Milano City,False,160.0
Hotel Gamma,7.9,628,151,Hotel,4.3,Città Studi,False,151.0
Hotel Crivi's,8.1,1164,199,Hotel,1.4,Milano Centro,False,199.0
Delle Nazioni Milan Hotel,8.8,5006,139,Hotel,2.2,Stazione Centrale,False,139.0
Naviglio81,8.4,385,102,Hotel,2.7,Famagosta,False,102.0
ℒovely & ℰlegant Studio next to Duomo/Missori,8.6,213,185,Apartment,0.5,Milano Centro,True,185.0
Magna Pars l'Hotel à Parfum,9.1,479,577,Hotel,2.1,Navigli,True,577.0
Corvetto Residence Porto Di Mare,7.5,178,136,Apartment,4.4,Ripamonti Corvetto,True,136.0
Heart Milan Apartments San Sepolcro Duomo,9.1,733,370,Apartment,0.2,Milano Centro,True,370.0
Hemeras Boutique Homes - Large apartment in CityLife district,7.8,60,147,Apartment,3.8,Sempione,True,147.0
easyhomes - Brera Luxury Suites,8.9,96,286,Apartment,1.8,Milano Centro,False,286.0
Collini Rooms,8.8,14,227,Hotel,4.9,Not specified,True,227.0
Brera Apartments in Garibaldi,8.8,178,267,Apartment,1.0,Milano Centro,False,267.0
Brera Apartments in San Marco,9.0,207,253,Apartment,1.0,Milano Centro,False,253.0
ALTIDO Spadari,8.0,81,182,Hotel,0.1,Milano Centro,True,182.0
Italianway-Rubens 19,7.7,106,189,Apartment,3.4,San Siro,False,189.0
Della Spiga Suites by Brera Apartments,9.1,74,325,Hotel,0.9,Milano Centro,False,325.0
Duomo Luxury Apartment,8.6,79,265,Hotel,0.5,Milano Centro,False,265.0
Antica Locanda Solferino,8.5,177,266,Hotel,1.5,Milano Centro,False,266.0
Le Dimore Suites Milano,9.7,10,206,Hotel,2.8,Stazione Centrale,False,206.0
Conti Guest House,9.3,162,201,Hotel,2.6,Città Studi,True,201.0
easyhomes-City Centre Suites,9.1,12,226,Apartment,0.3,Milano Centro,False,226.0
Appartamento moderno San Siro,9.7,37,130,Apartment,5.2,San Siro,True,130.0
La Maison del Capestrano,8.6,185,136,Apartment,3.2,Ripamonti Corvetto,True,136.0
BMORE Apartments,9.5,79,560,Apartment,0.1,Milano Centro,False,560.0
Elizabeth Lifestyle Hotel,8.5,382,316,Hotel,0.6,Milano Centro,False,316.0
CaseOspitali - GREEN HOUSE Parco Martesana 1 e 2 - appartamenti di design,7.4,3,232,Apartment,5.5,Viale Monza,True,232.0
Casa da Suite Splendida,0.0,0,625,Apartment,3.5,Bicocca - Zara,False,625.0
S Ambrogio Square,9.4,24,276,Apartment,1.1,Milano Centro,False,276.0
Brera Luxury Suite,9.4,105,272,Apartment,0.8,Milano Centro,False,272.0
Starhotels Business Palace,8.1,3692,125,Hotel,4.5,Ripamonti Corvetto,False,125.0
Hotel Milano Castello,9.1,1569,246,Hotel,0.5,Milano Centro,False,246.0
Starhotels Echo,8.7,2465,265,Hotel,2.7,Stazione Centrale,False,265.0
Hotel Ferton,8.0,2877,165,Hotel,2.1,Stazione Centrale,True,165.0
UNAHOTELS Cusani Milano,8.5,1736,374,Hotel,0.6,Milano Centro,True,374.0
Acca Palace,8.5,1780,105,Hotel,5.3,Niguarda,True,105.0
Hotel Campion,8.6,779,157,Hotel,3.2,Fiera Milano City,False,157.0
Hotel Bel Sit,7.7,885,81,Hotel,4.8,Certosa,False,81.0
Plus Welcome Milano,8.4,1761,145,Hotel,3.6,Famagosta,True,145.0
Hotel Due Giardini,7.8,740,92,Hotel,2.3,Stazione Centrale,False,92.0
BB Hotels Aparthotel Desuite,8.7,1333,95,Apartment,3.5,Viale Monza,True,95.0
Hotel Sunflower,8.0,992,99,Hotel,4.2,Bovisa,False,99.0
Hotel Colombia,8.3,944,210,Hotel,2.4,Stazione Centrale,False,210.0
City Life Hotel Poliziano. by R Collection Hotels,8.5,489,99,Hotel,2.8,Sempione,False,99.0
Best Western Plus Hotel Galles,8.5,4274,204,Hotel,2.5,Stazione Centrale,False,204.0
Agriturismo Dolce Luna,8.8,903,123,Hotel,8.6,San Siro,True,123.0
Meliá Milano,8.4,1522,199,Hotel,3.7,Fiera Milano City,False,199.0
